"table","time","temp","hum","dew"
3,2023-03-29 13:15:00,24.5,63.5,17.1
3,2023-03-29 13:30:00,24.5,64.5,17.4
3,2023-03-29 13:45:00,25.5,59.5,17
3,2023-03-29 14:00:00,25.5,63.5,18.1
3,2023-03-29 14:15:00,26,64,18.7
3,2023-03-29 14:30:00,26,56,16.5
3,2023-03-29 14:45:00,25.5,57,16.4
3,2023-03-29 15:00:00,25,60,16.7
3,2023-03-29 15:15:00,25,64.5,17.8
3,2023-03-29 15:30:00,25,63.5,17.6
3,2023-03-29 15:45:00,25,63.5,17.6
3,2023-03-29 16:00:00,24.5,65.5,17.6
3,2023-03-29 16:15:00,24.5,64,17.2
3,2023-03-29 16:30:00,23.5,64.5,16.4
3,2023-03-29 16:45:00,23,67.5,16.7
3,2023-03-29 17:00:00,23,67.5,16.7
3,2023-03-29 17:15:00,22.5,68,16.3
3,2023-03-29 17:30:00,22,70,16.3
3,2023-03-29 17:45:00,21.5,72,16.2
3,2023-03-29 18:00:00,21,73,16
3,2023-03-29 18:15:00,20,74.5,15.3
3,2023-03-29 18:30:00,19.5,75.5,15.1
3,2023-03-29 18:45:00,19,76.5,14.8
3,2023-03-29 19:00:00,18,77.5,14
3,2023-03-29 19:15:00,17.5,78,13.6
3,2023-03-29 19:30:00,17,78.5,13.2
3,2023-03-29 19:45:00,16.5,79,12.8
3,2023-03-29 20:00:00,16.5,80,13
3,2023-03-29 20:15:00,16,80,12.6
3,2023-03-29 20:30:00,15.5,80.5,12.2
3,2023-03-29 20:45:00,15.5,79.5,12
3,2023-03-29 21:00:00,15,80,11.6
3,2023-03-29 21:15:00,14.5,80.5,11.2
3,2023-03-29 21:30:00,14.5,81,11.3
3,2023-03-29 21:45:00,14.5,82,11.5
3,2023-03-29 22:00:00,14,82,11
3,2023-03-29 22:15:00,14,82.5,11.1
3,2023-03-29 22:30:00,14,82.5,11.1
3,2023-03-29 22:45:00,14,82.5,11.1
3,2023-03-29 23:00:00,14,83,11.2
3,2023-03-29 23:15:00,14,83,11.2
3,2023-03-29 23:30:00,14.5,82,11.5
3,2023-03-29 23:45:00,14.5,81.5,11.4
3,2023-03-30 00:00:00,14.5,82,11.5
3,2023-03-30 00:15:00,14.5,82,11.5
3,2023-03-30 00:30:00,14.5,82,11.5
3,2023-03-30 00:45:00,14.5,82.5,11.6
3,2023-03-30 01:00:00,14.5,82.5,11.6
3,2023-03-30 01:15:00,14.5,83,11.6
3,2023-03-30 01:30:00,14,83,11.2
3,2023-03-30 01:45:00,14,83,11.2
3,2023-03-30 02:00:00,14,82.5,11.1
3,2023-03-30 02:15:00,14,82,11
3,2023-03-30 02:30:00,14.5,81.5,11.4
3,2023-03-30 02:45:00,14.5,82,11.5
3,2023-03-30 03:00:00,14.5,82.5,11.6
3,2023-03-30 03:15:00,14.5,82.5,11.6
3,2023-03-30 03:30:00,14,82.5,11.1
3,2023-03-30 03:45:00,14,82.5,11.1
3,2023-03-30 04:00:00,14,82.5,11.1
3,2023-03-30 04:15:00,14,82,11
3,2023-03-30 04:30:00,14,81.5,10.9
3,2023-03-30 04:45:00,14,81.5,10.9
3,2023-03-30 05:00:00,14,81.5,10.9
3,2023-03-30 05:15:00,14,81.5,10.9
3,2023-03-30 05:30:00,14,81.5,10.9
3,2023-03-30 05:45:00,14,82,11
3,2023-03-30 06:00:00,14,83,11.2
3,2023-03-30 06:15:00,14,83.5,11.3
3,2023-03-30 06:30:00,14,82.5,11.1
3,2023-03-30 06:45:00,14.5,82,11.5
3,2023-03-30 07:00:00,14.5,81.5,11.4
3,2023-03-30 07:15:00,15,82.5,12
3,2023-03-30 07:30:00,15.5,81.5,12.3
3,2023-03-30 07:45:00,16,80,12.6
3,2023-03-30 08:00:00,16.5,82.5,13.5
3,2023-03-30 08:15:00,17,80.5,13.6
3,2023-03-30 08:30:00,17.5,80.5,14.1
3,2023-03-30 08:45:00,18,77.5,14
3,2023-03-30 09:00:00,18.5,78,14.6
3,2023-03-30 09:15:00,18.5,77,14.4
3,2023-03-30 09:30:00,19,77.5,15
3,2023-03-30 09:45:00,20,78.5,16.1
3,2023-03-30 10:00:00,21,78,17
3,2023-03-30 10:15:00,22.5,75.5,18
3,2023-03-30 10:30:00,22.5,76.5,18.2
3,2023-03-30 10:45:00,21.5,74,16.7
3,2023-03-30 11:00:00,21,73,16
3,2023-03-30 11:15:00,20,73,15
3,2023-03-30 11:30:00,19,75.5,14.6
3,2023-03-30 11:45:00,18,75,13.5
3,2023-03-30 12:00:00,17.5,76.5,13.3
3,2023-03-30 12:15:00,17.5,77,13.4
3,2023-03-30 12:30:00,19.5,77,15.4
3,2023-03-30 12:45:00,20.5,76.5,16.2
3,2023-03-30 13:00:00,21.5,73,16.5
3,2023-03-30 13:15:00,21.5,73,16.5
3,2023-03-30 13:30:00,21.5,73,16.5
3,2023-03-30 13:45:00,20.5,72,15.3
3,2023-03-30 14:00:00,19.5,75,15
3,2023-03-30 14:15:00,18.5,76,14.2
3,2023-03-30 14:30:00,18,77,13.9
3,2023-03-30 14:45:00,17.5,78.5,13.7
3,2023-03-30 15:00:00,17,78.5,13.2
3,2023-03-30 15:15:00,17,79.5,13.4
3,2023-03-30 15:30:00,17,80,13.5
3,2023-03-30 15:45:00,17.5,80.5,14.1
3,2023-03-30 16:00:00,18,77.5,14
3,2023-03-30 16:15:00,19,77.5,15
3,2023-03-30 16:30:00,19.5,77,15.4
3,2023-03-30 16:45:00,20.5,73.5,15.6
3,2023-03-30 17:00:00,21,71.5,15.7
3,2023-03-30 17:15:00,21.5,68,15.3
3,2023-03-30 17:30:00,21,68.5,15
3,2023-03-30 17:45:00,20.5,70.5,15
3,2023-03-30 18:00:00,20,72.5,14.9
3,2023-03-30 18:15:00,19.5,73,14.5
3,2023-03-30 18:30:00,19,74,14.3
3,2023-03-30 18:45:00,18.5,76,14.2
3,2023-03-30 19:00:00,17.5,77,13.4
3,2023-03-30 19:15:00,17,78.5,13.2
3,2023-03-30 19:30:00,16.5,78,12.7
3,2023-03-30 19:45:00,16,79,12.4
3,2023-03-30 20:00:00,15.5,79,11.9
3,2023-03-30 20:15:00,15,79.5,11.5
3,2023-03-30 20:30:00,15,80,11.6
3,2023-03-30 20:45:00,14.5,80.5,11.2
3,2023-03-30 21:00:00,14.5,81.5,11.4
3,2023-03-30 21:15:00,14,81.5,10.9
3,2023-03-30 21:30:00,14,82.5,11.1
3,2023-03-30 21:45:00,14,83,11.2
3,2023-03-30 22:00:00,14,83,11.2
3,2023-03-30 22:15:00,14,82.5,11.1
3,2023-03-30 22:30:00,14,82.5,11.1
3,2023-03-30 22:45:00,14,81.5,10.9
3,2023-03-30 23:00:00,14,81.5,10.9
3,2023-03-30 23:15:00,14.5,81.5,11.4
3,2023-03-30 23:30:00,14.5,81,11.3
3,2023-03-30 23:45:00,14.5,80.5,11.2
3,2023-03-31 00:00:00,14.5,80,11.1
3,2023-03-31 00:15:00,14,80,10.6
3,2023-03-31 00:30:00,14,81,10.8
3,2023-03-31 00:45:00,14.5,80.5,11.2
3,2023-03-31 01:00:00,14.5,80.5,11.2
3,2023-03-31 01:15:00,14,80,10.6
3,2023-03-31 01:30:00,14.5,80,11.1
3,2023-03-31 01:45:00,14,80,10.6
3,2023-03-31 02:00:00,14,80.5,10.7
3,2023-03-31 02:15:00,14,81,10.8
3,2023-03-31 02:30:00,14,81,10.8
3,2023-03-31 02:45:00,14,81,10.8
3,2023-03-31 03:00:00,14,81,10.8
3,2023-03-31 03:15:00,14,81,10.8
3,2023-03-31 03:30:00,14,81,10.8
3,2023-03-31 03:45:00,14,81,10.8
3,2023-03-31 04:00:00,14,81,10.8
3,2023-03-31 04:15:00,14,81,10.8
3,2023-03-31 04:30:00,14,80.5,10.7
3,2023-03-31 04:45:00,14,80,10.6
3,2023-03-31 05:00:00,14,80,10.6
3,2023-03-31 05:15:00,14,79.5,10.5
3,2023-03-31 05:30:00,14,80,10.6
3,2023-03-31 05:45:00,14,79.5,10.5
3,2023-03-31 06:00:00,14.5,79.5,11
3,2023-03-31 06:15:00,14.5,80,11.1
3,2023-03-31 06:30:00,14.5,79.5,11
3,2023-03-31 06:45:00,14.5,80,11.1
3,2023-03-31 07:00:00,14.5,80.5,11.2
3,2023-03-31 07:15:00,14.5,80.5,11.2
3,2023-03-31 07:30:00,15,81,11.8
3,2023-03-31 07:45:00,15,82.5,12
3,2023-03-31 08:00:00,15.5,80.5,12.2
3,2023-03-31 08:15:00,15.5,80,12.1
3,2023-03-31 08:30:00,15.5,79.5,12
3,2023-03-31 08:45:00,15.5,80.5,12.2
3,2023-03-31 09:00:00,15.5,80,12.1
3,2023-03-31 09:15:00,15.5,81.5,12.3
3,2023-03-31 09:30:00,16,80.5,12.6
3,2023-03-31 09:45:00,16.5,81,13.2
3,2023-03-31 10:00:00,16.5,81,13.2
3,2023-03-31 10:15:00,17,79,13.3
3,2023-03-31 10:30:00,16.5,78,12.7
3,2023-03-31 10:45:00,16.5,76.5,12.4
3,2023-03-31 11:00:00,16.5,76,12.3
3,2023-03-31 11:15:00,18,77.5,14
3,2023-03-31 11:30:00,18.5,78,14.6
3,2023-03-31 11:45:00,20.5,74.5,15.8
3,2023-03-31 12:00:00,21.5,69,15.6
3,2023-03-31 12:15:00,22,66,15.4
3,2023-03-31 12:30:00,23,60,14.8
3,2023-03-31 12:45:00,23,59,14.6
3,2023-03-31 13:00:00,25,55.5,15.5
3,2023-03-31 13:15:00,24.5,52.5,14.1
3,2023-03-31 13:30:00,23.5,58.5,14.9
3,2023-03-31 13:45:00,22,56.5,13
3,2023-03-31 14:00:00,21,60,12.9
3,2023-03-31 14:15:00,20,63.5,12.9
3,2023-03-31 14:30:00,19.5,64.5,12.6
3,2023-03-31 14:45:00,18.5,64.5,11.7
3,2023-03-31 15:00:00,17.5,66,11.1
3,2023-03-31 15:15:00,17,68.5,11.2
3,2023-03-31 15:30:00,18,69,12.2
3,2023-03-31 15:45:00,19,65.5,12.4
3,2023-03-31 16:00:00,20,61,12.3
3,2023-03-31 16:15:00,20.5,61.5,12.8
3,2023-03-31 16:30:00,20,62,12.5
3,2023-03-31 16:45:00,19.5,66,13
3,2023-03-31 17:00:00,18.5,65,11.8
3,2023-03-31 17:15:00,17.5,67.5,11.4
3,2023-03-31 17:30:00,17,70,11.5
3,2023-03-31 17:45:00,17.5,71,12.2
3,2023-03-31 18:00:00,17.5,71.5,12.3
3,2023-03-31 18:15:00,17,72.5,12
3,2023-03-31 18:30:00,16.5,72.5,11.5
3,2023-03-31 18:45:00,16,74.5,11.5
3,2023-03-31 19:00:00,15.5,76.5,11.4
3,2023-03-31 19:15:00,15.5,77,11.5
3,2023-03-31 19:30:00,15.5,75,11.1
3,2023-03-31 19:45:00,15.5,74,10.9
3,2023-03-31 20:00:00,15,72.5,10.1
3,2023-03-31 20:15:00,14.5,73,9.7
3,2023-03-31 20:30:00,14,74,9.4
3,2023-03-31 20:45:00,13.5,74.5,9.1
3,2023-03-31 21:00:00,13.5,75.5,9.3
3,2023-03-31 21:15:00,13.5,76,9.4
3,2023-03-31 21:30:00,14,75,9.6
3,2023-03-31 21:45:00,14,75,9.6
3,2023-03-31 22:00:00,14,74,9.4
3,2023-03-31 22:15:00,14,74.5,9.5
3,2023-03-31 22:30:00,14,74,9.4
3,2023-03-31 22:45:00,14,73.5,9.3
3,2023-03-31 23:00:00,14,74.5,9.5
3,2023-03-31 23:15:00,14,75,9.6
3,2023-03-31 23:30:00,14,74.5,9.5
3,2023-03-31 23:45:00,13.5,74.5,9.1
3,2023-04-01 00:00:00,13.5,75,9.2
3,2023-04-01 00:15:00,13.5,75,9.2
3,2023-04-01 00:30:00,13.5,76,9.4
3,2023-04-01 00:45:00,13.5,76.5,9.5
3,2023-04-01 01:00:00,13,76.5,9
3,2023-04-01 01:15:00,13,77.5,9.2
3,2023-04-01 01:30:00,13.5,77,9.6
3,2023-04-01 01:45:00,13.5,77,9.6
3,2023-04-01 02:00:00,13.5,77,9.6
3,2023-04-01 02:15:00,13.5,77.5,9.6
3,2023-04-01 02:30:00,13.5,77.5,9.6
3,2023-04-01 02:45:00,13,76.5,9
3,2023-04-01 03:00:00,13,77.5,9.2
3,2023-04-01 03:15:00,13,76,8.9
3,2023-04-01 03:30:00,13,76,8.9
3,2023-04-01 03:45:00,12.5,76.5,8.5
3,2023-04-01 04:00:00,12.5,76,8.4
3,2023-04-01 04:15:00,13,76.5,9
3,2023-04-01 04:30:00,13,76.5,9
3,2023-04-01 04:45:00,12.5,76,8.4
3,2023-04-01 05:00:00,12.5,75.5,8.3
3,2023-04-01 05:15:00,12.5,77.5,8.7
3,2023-04-01 05:30:00,12.5,76.5,8.5
3,2023-04-01 05:45:00,12.5,76,8.4
3,2023-04-01 06:00:00,13,76,8.9
3,2023-04-01 06:15:00,13,76,8.9
3,2023-04-01 06:30:00,12.5,75.5,8.3
3,2023-04-01 06:45:00,12.5,75.5,8.3
3,2023-04-01 07:00:00,13,75.5,8.8
3,2023-04-01 07:15:00,13.5,76,9.4
3,2023-04-01 07:30:00,14,77,10
3,2023-04-01 07:45:00,15,75.5,10.7
3,2023-04-01 08:00:00,15.5,73.5,10.8
3,2023-04-01 08:15:00,15.5,72.5,10.6
3,2023-04-01 08:30:00,16,71,10.7
3,2023-04-01 08:45:00,16,71,10.7
3,2023-04-01 09:00:00,16.5,71,11.2
3,2023-04-01 09:15:00,17,72,11.9
3,2023-04-01 09:30:00,17,71.5,11.8
3,2023-04-01 09:45:00,17,72,11.9
3,2023-04-01 10:00:00,17,72,11.9
3,2023-04-01 10:15:00,17,72.5,12
3,2023-04-01 10:30:00,17,72.5,12
3,2023-04-01 10:45:00,18,72,12.9
3,2023-04-01 11:00:00,18.5,71.5,13.3
3,2023-04-01 11:15:00,19,71.5,13.7
3,2023-04-01 11:30:00,19,69.5,13.3
3,2023-04-01 11:45:00,19.5,70.5,14
3,2023-04-01 12:00:00,19.5,69,13.7
3,2023-04-01 12:15:00,20,69.5,14.3
3,2023-04-01 12:30:00,20,68,13.9
3,2023-04-01 12:45:00,19.5,67.5,13.3
3,2023-04-01 13:00:00,20.5,67.5,14.3
3,2023-04-01 13:15:00,20.5,66.5,14
3,2023-04-01 13:30:00,21,66.5,14.5
3,2023-04-01 13:45:00,21,66.5,14.5
3,2023-04-01 14:00:00,22,66.5,15.5
3,2023-04-01 14:15:00,23,65,16.1
3,2023-04-01 14:30:00,23.5,67,17
3,2023-04-01 14:45:00,24,69.5,18.1
3,2023-04-01 15:00:00,24.5,68.5,18.3
3,2023-04-01 15:15:00,24.5,71,18.9
3,2023-04-01 15:30:00,25,67,18.4
3,2023-04-01 15:45:00,24,67.5,17.6
3,2023-04-01 16:00:00,23.5,68,17.3
3,2023-04-01 16:15:00,22.5,68,16.3
3,2023-04-01 16:30:00,22.5,68.5,16.4
3,2023-04-01 16:45:00,22.5,69,16.5
3,2023-04-01 17:00:00,22,69,16.1
3,2023-04-01 17:15:00,22,67,15.6
3,2023-04-01 17:30:00,22,68.5,15.9
3,2023-04-01 17:45:00,21,72,15.8
3,2023-04-01 18:00:00,20,70.5,14.5
3,2023-04-01 18:15:00,19,70,13.4
3,2023-04-01 18:30:00,18,71,12.7
3,2023-04-01 18:45:00,17,72,11.9
3,2023-04-01 19:00:00,16,73,11.2
3,2023-04-01 19:15:00,15.5,74,10.9
3,2023-04-01 19:30:00,15,74.5,10.5
3,2023-04-01 19:45:00,15,75.5,10.7
3,2023-04-01 20:00:00,15,76,10.8
3,2023-04-01 20:15:00,15,75.5,10.7
3,2023-04-01 20:30:00,15,76,10.8
3,2023-04-01 20:45:00,14.5,75.5,10.2
3,2023-04-01 21:00:00,14.5,76,10.3
3,2023-04-01 21:15:00,14,76.5,9.9
3,2023-04-01 21:30:00,13.5,77,9.6
3,2023-04-01 21:45:00,13.5,77,9.6
3,2023-04-01 22:00:00,13.5,76,9.4
3,2023-04-01 22:15:00,13.5,76,9.4
3,2023-04-01 22:30:00,13.5,76.5,9.5
3,2023-04-01 22:45:00,13.5,76,9.4
3,2023-04-01 23:00:00,13.5,75.5,9.3
3,2023-04-01 23:15:00,13.5,76,9.4
3,2023-04-01 23:30:00,13.5,76.5,9.5
3,2023-04-01 23:45:00,13.5,77,9.6
3,2023-04-02 00:00:00,13.5,76.5,9.5
3,2023-04-02 00:15:00,13.5,76,9.4
3,2023-04-02 00:30:00,13.5,76.5,9.5
3,2023-04-02 00:45:00,13.5,76.5,9.5
3,2023-04-02 01:00:00,13.5,77,9.6
3,2023-04-02 01:15:00,13.5,76.5,9.5
3,2023-04-02 01:30:00,13.5,77.5,9.6
3,2023-04-02 01:45:00,13.5,77,9.6
3,2023-04-02 02:00:00,13.5,77,9.6
3,2023-04-02 02:15:00,13.5,77.5,9.6
3,2023-04-02 02:30:00,13.5,77.5,9.6
3,2023-04-02 02:45:00,13.5,78,9.7
3,2023-04-02 03:00:00,13.5,77,9.6
3,2023-04-02 03:15:00,13.5,76.5,9.5
3,2023-04-02 03:30:00,13.5,76.5,9.5
3,2023-04-02 03:45:00,13.5,77,9.6
3,2023-04-02 04:00:00,13.5,76.5,9.5
3,2023-04-02 04:15:00,13,76.5,9
3,2023-04-02 04:30:00,13,76.5,9
3,2023-04-02 04:45:00,13,76.5,9
3,2023-04-02 05:00:00,13,76.5,9
3,2023-04-02 05:15:00,13,76,8.9
3,2023-04-02 05:30:00,13,76,8.9
3,2023-04-02 05:45:00,12.5,76,8.4
3,2023-04-02 06:00:00,12.5,76.5,8.5
3,2023-04-02 06:15:00,13,76.5,9
3,2023-04-02 06:30:00,13,76.5,9
3,2023-04-02 06:45:00,13,76.5,9
3,2023-04-02 07:00:00,13,76.5,9
3,2023-04-02 07:15:00,13.5,77.5,9.6
3,2023-04-02 07:30:00,14,77.5,10.1
3,2023-04-02 07:45:00,14.5,77.5,10.6
3,2023-04-02 08:00:00,15.5,76.5,11.4
3,2023-04-02 08:15:00,16,75.5,11.7
3,2023-04-02 08:30:00,17,75,12.5
3,2023-04-02 08:45:00,18,74,13.3
3,2023-04-02 09:00:00,19.5,72,14.3
3,2023-04-02 09:15:00,21,70.5,15.4
3,2023-04-02 09:30:00,22.5,70,16.8
3,2023-04-02 09:45:00,23,65.5,16.2
3,2023-04-02 10:00:00,23,62.5,15.5
3,2023-04-02 10:15:00,23,61.5,15.2
3,2023-04-02 10:30:00,24,60,15.8
3,2023-04-02 10:45:00,24,54.5,14.3
3,2023-04-02 11:00:00,25,50.5,14
3,2023-04-02 11:15:00,26,47,13.8
3,2023-04-02 11:30:00,26,51,15.1
3,2023-04-02 11:45:00,25.5,51.5,14.8
3,2023-04-02 12:00:00,26.5,51.5,15.7
3,2023-04-02 12:15:00,26.5,45.5,13.8
3,2023-04-02 12:30:00,26.5,49,14.9
3,2023-04-02 12:45:00,26,47.5,14
3,2023-04-02 13:00:00,25.5,48.5,13.8
3,2023-04-02 13:15:00,25.5,47,13.4
3,2023-04-02 13:30:00,25.5,50.5,14.5
3,2023-04-02 13:45:00,25.5,55.5,15.9
3,2023-04-02 14:00:00,25.5,54.5,15.7
3,2023-04-02 14:15:00,25.5,55.5,15.9
3,2023-04-02 14:30:00,25.5,49.5,14.2
3,2023-04-02 14:45:00,25,50,13.9
3,2023-04-02 15:00:00,25.5,46.5,13.2
3,2023-04-02 15:15:00,25,45.5,12.4
3,2023-04-02 15:30:00,25,48.5,13.4
3,2023-04-02 15:45:00,25,50,13.9
3,2023-04-02 16:00:00,24.5,42,10.8
3,2023-04-02 16:15:00,24.5,47.5,12.6
3,2023-04-02 16:30:00,24,51,13.2
3,2023-04-02 16:45:00,24.5,52,14
3,2023-04-02 17:00:00,24.5,52.5,14.1
3,2023-04-02 17:15:00,24,54.5,14.3
3,2023-04-02 17:30:00,23.5,56,14.2
3,2023-04-02 17:45:00,22,58,13.4
3,2023-04-02 18:00:00,20.5,61,12.7
3,2023-04-02 18:15:00,19.5,63.5,12.4
3,2023-04-02 18:30:00,18,65.5,11.4
3,2023-04-02 18:45:00,17.5,67.5,11.4
3,2023-04-02 19:00:00,16.5,69.5,10.9
3,2023-04-02 19:15:00,16,70.5,10.6
3,2023-04-02 19:30:00,15.5,71,10.3
3,2023-04-02 19:45:00,15,72,10
3,2023-04-02 20:00:00,14.5,73,9.7
3,2023-04-02 20:15:00,14.5,74.5,10
3,2023-04-02 20:30:00,14,75,9.6
3,2023-04-02 20:45:00,14,75.5,9.7
3,2023-04-02 21:00:00,14,76.5,9.9
3,2023-04-02 21:15:00,14,76.5,9.9
3,2023-04-02 21:30:00,14,76.5,9.9
3,2023-04-02 21:45:00,14,76,9.8
3,2023-04-02 22:00:00,14.5,76.5,10.4
3,2023-04-02 22:15:00,14.5,76,10.3
3,2023-04-02 22:30:00,14.5,76,10.3
3,2023-04-02 22:45:00,14.5,76,10.3
3,2023-04-02 23:00:00,14.5,76,10.3
3,2023-04-02 23:15:00,14.5,76,10.3
3,2023-04-02 23:30:00,14,76.5,9.9
3,2023-04-02 23:45:00,14,76,9.8
3,2023-04-03 00:00:00,14,76,9.8
3,2023-04-03 00:15:00,14,76.5,9.9
3,2023-04-03 00:30:00,14,76.5,9.9
3,2023-04-03 00:45:00,14,77,10
3,2023-04-03 01:00:00,14,76.5,9.9
3,2023-04-03 01:15:00,14,76.5,9.9
3,2023-04-03 01:30:00,14,76,9.8
3,2023-04-03 01:45:00,14,75.5,9.7
3,2023-04-03 02:00:00,14,76,9.8
3,2023-04-03 02:15:00,14,75.5,9.7
3,2023-04-03 02:30:00,14,76,9.8
3,2023-04-03 02:45:00,14,76,9.8
3,2023-04-03 03:00:00,14,75.5,9.7
3,2023-04-03 03:15:00,14,75,9.6
3,2023-04-03 03:30:00,14,75,9.6
3,2023-04-03 03:45:00,14,75,9.6
3,2023-04-03 04:00:00,14,74.5,9.5
3,2023-04-03 04:15:00,14,75,9.6
3,2023-04-03 04:30:00,14,75,9.6
3,2023-04-03 04:45:00,13.5,75.5,9.3
3,2023-04-03 05:00:00,13.5,75,9.2
3,2023-04-03 05:15:00,13.5,74.5,9.1
3,2023-04-03 05:30:00,13.5,74,9
3,2023-04-03 05:45:00,13.5,73,8.8
3,2023-04-03 06:00:00,13.5,73.5,8.9
3,2023-04-03 06:15:00,13.5,73,8.8
3,2023-04-03 06:30:00,13.5,73.5,8.9
3,2023-04-03 06:45:00,13.5,73.5,8.9
3,2023-04-03 07:00:00,13,72,8.1
3,2023-04-03 07:15:00,13.5,73,8.8
3,2023-04-03 07:30:00,13.5,72.5,8.7
3,2023-04-03 07:45:00,13.5,72.5,8.7
3,2023-04-03 08:00:00,14,72,9
3,2023-04-03 08:15:00,14,71.5,8.9
3,2023-04-03 08:30:00,14.5,72.5,9.6
3,2023-04-03 08:45:00,15,72,10
3,2023-04-03 09:00:00,15.5,71.5,10.4
3,2023-04-03 09:15:00,16,71,10.7
3,2023-04-03 09:30:00,16.5,71,11.2
3,2023-04-03 09:45:00,16.5,70.5,11.1
3,2023-04-03 10:00:00,16.5,69.5,10.9
3,2023-04-03 10:15:00,17,70,11.5
3,2023-04-03 10:30:00,17,70,11.5
3,2023-04-03 10:45:00,17,70,11.5
3,2023-04-03 11:00:00,17.5,71,12.2
3,2023-04-03 11:15:00,18,68.5,12.1
3,2023-04-03 11:30:00,19,69,13.2
3,2023-04-03 11:45:00,19,68,13
3,2023-04-03 12:00:00,19.5,68,13.4
3,2023-04-03 12:15:00,20,67,13.7
3,2023-04-03 12:30:00,20.5,65.5,13.8
3,2023-04-03 12:45:00,21,66.5,14.5
3,2023-04-03 13:00:00,22,64.5,15
3,2023-04-03 13:15:00,22.5,71,17
3,2023-04-03 13:30:00,23,70.5,17.3
3,2023-04-03 13:45:00,23.5,70,17.7
3,2023-04-03 14:00:00,23,65.5,16.2
3,2023-04-03 14:15:00,23,64,15.8
3,2023-04-03 14:30:00,22,63.5,14.8
3,2023-04-03 14:45:00,21,66,14.4
3,2023-04-03 15:00:00,20.5,67,14.2
3,2023-04-03 15:15:00,20.5,67,14.2
3,2023-04-03 15:30:00,20,67,13.7
3,2023-04-03 15:45:00,19.5,67,13.2
3,2023-04-03 16:00:00,19,67.5,12.9
3,2023-04-03 16:15:00,18.5,67.5,12.4
3,2023-04-03 16:30:00,18,69,12.2
3,2023-04-03 16:45:00,17,70,11.5
3,2023-04-03 17:00:00,16.5,70.5,11.1
3,2023-04-03 17:15:00,16,71.5,10.9
3,2023-04-03 17:30:00,16,71.5,10.9
3,2023-04-03 17:45:00,15.5,70,10.1
3,2023-04-03 18:00:00,15.5,70.5,10.2
3,2023-04-03 18:15:00,15.5,70.5,10.2
3,2023-04-03 18:30:00,15,70.5,9.7
3,2023-04-03 18:45:00,15,70,9.6
3,2023-04-03 19:00:00,14.5,71,9.3
3,2023-04-03 19:15:00,14.5,70,9.1
3,2023-04-03 19:30:00,14.5,69.5,9
3,2023-04-03 19:45:00,14.5,69.5,9
3,2023-04-03 20:00:00,14,69,8.4
3,2023-04-03 20:15:00,14,69.5,8.5
3,2023-04-03 20:30:00,14,69,8.4
3,2023-04-03 20:45:00,14,69,8.4
3,2023-04-03 21:00:00,13.5,68.5,7.8
3,2023-04-03 21:15:00,13.5,68.5,7.8
3,2023-04-03 21:30:00,13.5,69,7.9
3,2023-04-03 21:45:00,13.5,68.5,7.8
3,2023-04-03 22:00:00,13.5,68.5,7.8
3,2023-04-03 22:15:00,13.5,68.5,7.8
3,2023-04-03 22:30:00,13,68,7.2
3,2023-04-03 22:45:00,13,68.5,7.3
3,2023-04-03 23:00:00,13,68.5,7.3
3,2023-04-03 23:15:00,12.5,68,6.8
3,2023-04-03 23:30:00,12.5,67.5,6.7
3,2023-04-03 23:45:00,12.5,67,6.5
3,2023-04-04 00:00:00,12,66,5.9
3,2023-04-04 00:15:00,12,66.5,6
3,2023-04-04 00:30:00,12,66.5,6
3,2023-04-04 00:45:00,11.5,66.5,5.5
3,2023-04-04 01:00:00,11.5,66,5.4
3,2023-04-04 01:15:00,11.5,65.5,5.3
3,2023-04-04 01:30:00,11.5,65.5,5.3
3,2023-04-04 01:45:00,11.5,65.5,5.3
3,2023-04-04 02:00:00,11.5,65.5,5.3
3,2023-04-04 02:15:00,11,65.5,4.8
3,2023-04-04 02:30:00,11,65.5,4.8
3,2023-04-04 02:45:00,11,65.5,4.8
3,2023-04-04 03:00:00,11,65,4.7
3,2023-04-04 03:15:00,11.5,65,5.2
3,2023-04-04 03:30:00,11.5,65,5.2
3,2023-04-04 03:45:00,11,65.5,4.8
3,2023-04-04 04:00:00,11,65,4.7
3,2023-04-04 04:15:00,11,65.5,4.8
3,2023-04-04 04:30:00,10.5,65,4.2
3,2023-04-04 04:45:00,10.5,65,4.2
3,2023-04-04 05:00:00,10.5,65,4.2
3,2023-04-04 05:15:00,10.5,64.5,4.1
3,2023-04-04 05:30:00,10.5,64.5,4.1
3,2023-04-04 05:45:00,10.5,64,4
3,2023-04-04 06:00:00,10.5,64.5,4.1
3,2023-04-04 06:15:00,10,64.5,3.6
3,2023-04-04 06:30:00,10,64.5,3.6
3,2023-04-04 06:45:00,10.5,65.5,4.3
3,2023-04-04 07:00:00,10.5,66,4.4
3,2023-04-04 07:15:00,11,68,5.3
3,2023-04-04 07:30:00,11.5,66.5,5.5
3,2023-04-04 07:45:00,12,65.5,5.7
3,2023-04-04 08:00:00,13,65.5,6.7
3,2023-04-04 08:15:00,13.5,65,7.1
3,2023-04-04 08:30:00,14,66.5,7.9
3,2023-04-04 08:45:00,14.5,66,8.2
3,2023-04-04 09:00:00,16,65.5,9.5
3,2023-04-04 09:15:00,18,64,11.1
3,2023-04-04 09:30:00,20,62,12.5
3,2023-04-04 09:45:00,21.5,58.5,13
